objID,petroR50_u,petroR50_g,petroR50_r,petroR50_i,petroR50_z,petroR90_u,petroR90_g,petroR90_r,petroR90_i,petroR90_z,mCr4_u,mCr4_g,mCr4_r,mCr4_i,mCr4_z,u,g,r,i,z,modelMag_u,modelMag_g,modelMag_r,modelMag_i,modelMag_z,petroMag_u,petroMag_g,petroMag_r,petroMag_i,petroMag_z
587737826207924606,0.616629,2.112497,1.868486,1.745237,1.912616,0.736233,5.900581,5.580992,5.333555,5.222709,0.363673,2.322357,2.313488,2.30057,2.323753,23.501808,19.92061,18.289,17.669512,17.275518,23.501808,19.92061,18.289,17.669512,17.275518,24.475969,19.876139,18.339174,17.76807,17.348862
587728669874127467,3.687832,3.987702,3.468158,3.14815,3.130485,5.553647,8.774354,7.937693,7.495192,6.642756,1.890404,2.351178,2.634547,2.646545,2.574687,19.238762,17.743816,16.814709,16.380272,16.058649,19.238762,17.743816,16.814709,16.380272,16.058649,19.300695,17.912621,17.166428,16.796934,16.565542
587738066726813972,4.252443,2.365722,1.906492,1.881759,1.834555,8.569234,7.06108,6.085182,5.890468,4.889059,1.706008,2.35851,2.340853,2.358652,2.357911,21.473442,19.258465,17.764357,17.219282,16.857424,21.473442,19.258465,17.764357,17.219282,16.857424,20.619671,19.156614,17.819092,17.290461,16.96678
587738066189484511,2.831423,2.770761,2.399506,2.337078,2.187817,6.882795,8.402721,6.873119,7.654907,7.528684,2.156366,2.397874,2.376874,2.361491,2.374307,20.264545,18.503345,17.503096,17.007627,16.589302,20.264545,18.503345,17.503096,17.007627,16.589302,20.201544,18.595041,17.708857,17.220966,16.804644
587725551190868047,1.040775,1.052528,1.120876,0.961639,0.971343,2.121286,2.350374,2.471354,2.325856,2.34451,2.158593,2.163642,2.170932,2.358544,2.282578,18.814089,17.255211,16.661129,16.502613,16.376368,18.814089,17.255211,16.661129,16.502613,16.376368,18.830017,17.246243,16.662237,16.455454,16.362574
587737827282518264,2.873914,2.715404,2.535643,2.334053,2.378879,5.331277,5.913696,6.110628,5.313777,5.800683,2.130245,2.272947,2.357342,2.356058,2.246957,18.986576,18.026188,17.615425,17.286919,17.168474,18.986576,18.026188,17.615425,17.286919,17.168474,18.866585,17.957165,17.560848,17.304636,17.19788
587737810102452528,2.133332,2.53195,2.38991,2.286786,2.005798,3.826007,5.327492,5.497564,5.956889,4.44626,0.598641,2.084143,2.264119,2.332317,2.338368,20.109404,18.630709,17.696218,17.20927,16.995987,20.109404,18.630709,17.696218,17.20927,16.995987,20.15942,18.570629,17.672651,17.223351,17.135639
587725551728001324,2.28376,2.31201,2.00542,1.997244,2.05162,5.614443,5.920307,5.722195,5.683082,6.101495,0.793302,2.351227,2.369058,2.373307,2.374578,20.835653,18.771482,17.473658,16.922718,16.502163,20.835653,18.771482,17.473658,16.922718,16.502163,20.685705,18.845371,17.624548,17.093786,16.652355
587728669874192828,1.465696,2.003797,1.908593,1.713406,1.930666,3.82638,5.82444,6.066991,5.023372,5.824621,2.290124,2.315135,2.312435,2.309802,2.313032,20.439415,18.809677,17.617195,17.123867,16.753263,20.439415,18.809677,17.617195,17.123867,16.753263,20.691296,18.782619,17.617014,17.203995,16.761585
587737826745254045,2.985468,2.97976,2.688084,2.549343,2.57661,8.789004,9.173203,8.265222,7.734011,8.562613,2.209661,2.256304,2.276195,2.286012,2.27247,18.073704,16.635708,15.932697,15.542069,15.232158,18.073704,16.635708,15.932697,15.542069,15.232158,18.179461,16.768757,16.128683,15.784662,15.481712
587725774528709025,1.076623,1.191219,1.143018,1.084532,1.091171,3.685221,3.42733,3.420746,3.329478,3.207294,2.106253,2.23736,2.220637,2.274478,2.269807,20.284826,18.448469,17.500196,17.100706,16.72436,20.284826,18.448469,17.500196,17.100706,16.72436,20.320263,18.451771,17.515921,17.127615,16.776154
587725551728066632,0.985153,1.172169,1.155565,1.129492,1.140245,2.38693,2.653882,2.681646,2.717111,2.530223,2.133564,2.16339,2.193057,2.18636,2.226488,18.897598,17.912683,17.449697,17.046984,16.903828,18.897598,17.912683,17.449697,17.046984,16.903828,18.942902,17.915205,17.41456,17.014597,16.857552
587731873919205813,2.376802,2.201648,2.01622,2.065418,2.057648,4.699874,6.172894,5.808497,6.033806,5.307858,2.327553,2.351931,2.405701,2.40212,2.423539,20.015341,17.951437,17.0354,16.606611,16.280548,20.015341,17.951437,17.0354,16.606611,16.280548,19.987095,18.090761,17.158697,16.704159,16.462072
587737808490791031,2.268659,2.542627,2.065587,2.141301,1.977408,4.079963,6.333973,4.874231,5.267319,5.136204,1.90371,2.231381,2.333134,2.357986,2.414806,20.058191,18.675631,17.940134,17.495134,17.194244,20.058191,18.675631,17.940134,17.495134,17.194244,19.87097,18.373484,17.864447,17.393827,17.1527
587725775603171814,2.281942,2.855468,2.678361,2.52944,2.350841,5.458122,8.636268,8.576422,8.379397,8.084983,2.175889,2.302508,2.358763,2.413635,2.38166,18.967274,17.166119,16.238964,15.730021,15.38052,18.967274,17.166119,16.238964,15.730021,15.38052,19.304844,17.331259,16.441597,15.976968,15.692833
587725775065907608,1.979778,2.357812,2.22341,2.155119,1.982215,3.798687,6.300385,5.944907,5.985148,4.920046,2.470577,2.375463,2.432583,2.467628,2.489282,19.391356,17.911554,17.088453,16.623142,16.309608,19.391356,17.911554,17.088453,16.623142,16.309608,19.70882,18.063608,17.267488,16.828352,16.588333
587725552265330966,2.384623,2.89068,2.663599,2.775468,2.556968,4.542944,6.629595,6.007488,6.495702,5.215874,2.095242,2.143623,2.263513,2.228705,2.236701,19.539377,18.283339,17.745136,17.372246,17.149128,19.539377,18.283339,17.745136,17.372246,17.149128,19.751558,18.263224,17.808151,17.422565,17.292042
587737826207989824,1.30891,1.534715,1.483312,1.522517,1.394523,2.477754,3.363132,3.257208,3.512513,3.052301,2.047043,2.177425,2.218756,2.258601,2.227901,19.436844,18.24324,17.533987,17.092747,16.862556,19.436844,18.24324,17.533987,17.092747,16.862556,19.557446,18.221319,17.520662,17.053413,16.912476
587738067801407648,2.900961,1.766616,1.625969,1.614126,1.483392,6.055895,4.199525,3.974212,4.185484,3.476242,2.320678,2.25444,2.312608,2.367331,2.30219,20.88509,18.778477,17.705284,17.170639,16.783613,20.88509,18.778477,17.705284,17.170639,16.783613,20.157743,18.646839,17.635485,17.07015,16.792835
587737825670726039,2.615401,2.617468,2.321732,2.045132,1.896226,5.244897,6.872393,5.971035,5.01543,4.033464,2.225534,2.279291,2.306813,2.335407,2.292583,20.018515,18.791498,17.858955,17.406345,17.047556,20.018515,18.791498,17.858955,17.406345,17.047556,19.777224,18.560575,17.74354,17.406006,17.139187
587725775065907528,2.904807,2.727679,2.534873,2.514379,2.405354,6.919402,6.871377,6.48505,6.332099,5.791095,2.027426,2.406083,2.409913,2.421849,2.448399,19.325243,17.411301,16.453524,15.976633,15.642028,19.325243,17.411301,16.453524,15.976633,15.642028,19.340452,17.669758,16.747967,16.27832,15.987894
587728906634330460,2.246779,1.705297,1.771194,1.783377,1.726493,5.491501,4.598105,5.529611,5.672247,5.224694,1.90479,2.276546,2.294827,2.268126,2.257736,21.365467,19.261375,17.880173,17.357893,17.009703,21.365467,19.261375,17.880173,17.357893,17.009703,21.258411,19.334133,17.905737,17.386534,17.074177
587738196111262197,0.365727,1.080307,1.16318,1.10901,1.305625,0.51397,2.110758,3.28487,3.108656,3.800122,1.38051,2.287419,2.301503,2.254078,2.235841,22.845789,21.297657,19.632826,18.630087,18.128399,22.845789,21.297657,19.632826,18.630087,18.128399,24.11615,21.531731,19.69096,18.751925,18.127438
587727866983612903,0.728102,1.933959,1.784989,1.601642,1.813177,0.945231,6.047365,5.494627,4.614305,5.319101,2.345285,2.310394,2.316022,2.28868,2.314492,21.293077,19.190651,17.851288,17.358322,16.997608,21.293077,19.190651,17.851288,17.358322,16.997608,22.676121,19.148552,17.853668,17.453598,17.011812
587725551728001251,2.361026,2.639975,2.457396,2.396447,2.269669,4.134857,5.964151,5.927529,6.057839,5.020898,2.088188,2.116209,2.187564,2.213508,2.258634,19.722248,18.270636,17.563936,17.162994,16.826588,19.722248,18.270636,17.563936,17.162994,16.826588,19.702057,18.231142,17.548733,17.175192,16.902847
587738067264143708,1.838958,2.443331,2.337975,2.108355,1.944625,3.642488,6.359604,6.352102,5.543156,6.075585,2.300038,2.329257,2.365588,2.350188,2.262291,20.21389,18.42589,17.317263,16.805378,16.563372,20.21389,18.42589,17.317263,16.805378,16.563372,20.623714,18.610018,17.535145,17.123121,16.751656
